OpenROAD 26Q3-1080-gab6fd26351 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
LOGIC_DIE_LEAF_CELLS=13176
   Internal  Switching    Leakage      Total
      Power      Power      Power      Power (Watts)
--------------------------------------------
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[15\]\[16\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[84\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[12\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[125\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[18\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[81\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[21\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[69\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[84\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[17\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[21\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[116\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[82\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[82\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[29\]\[18\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[113\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[44\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[76\]\[15\]$_DFFE_PP_
   4.54e-06   6.35e-24   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[8\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[35\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[67\]\[4\]$_DFFE_PP_
   4.54e-06   8.58e-16   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[5\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[29\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[21\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[82\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[74\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[67\]\[0\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[67\]\[19\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[84\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[70\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[69\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[44\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[15\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[15\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[10\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[92\]\[14\]$_DFFE_PP_
   4.54e-06   8.01e-16   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[4\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[67\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[84\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[41\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[97\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[92\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[101\]\[30\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[39\]\[5\]$_DFFE_PP_
   4.54e-06   5.66e-11   8.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_weight_buffer.memory\[2\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[10\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[29\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[40\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[67\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[42\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[41\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[114\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[73\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[84\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[67\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[106\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[70\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[67\]\[23\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[69\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[70\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[41\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[45\]\[26\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[47\]\[31\]$_DFFE_PP_
   4.54e-06   8.20e-24   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[9\]\[7\]$_DFFE_PP_
   4.54e-06   2.47e-11   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_weight_buffer.memory\[5\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[114\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[102\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[12\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[108\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[62\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[111\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[73\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[73\]\[0\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[67\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[123\]\[14\]$_DFFE_PP_
   4.54e-06   7.19e-24   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[9\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[19\]\[10\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[112\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[35\]\[25\]$_DFFE_PP_
   4.54e-06   4.60e-11   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[3\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[39\]\[31\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[110\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[41\]\[22\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[116\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[73\]\[6\]$_DFFE_PP_
   4.54e-06   5.52e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[2\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[120\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[19\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[45\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[39\]\[4\]$_DFFE_PP_
   4.54e-06   6.53e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[3\]\[12\]$_DFFE_PP_
   4.54e-06   2.27e-15   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[4\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[114\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[45\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[66\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[10\]\[4\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[95\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[46\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[62\]\[8\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[20\]\[2\]$_DFFE_PP_
   4.54e-06   2.91e-11   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_weight_buffer.memory\[5\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[43\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[118\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[21\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[45\]\[6\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[45\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[22\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[24\]\[21\]$_DFFE_PP_
   4.54e-06   1.12e-10   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[3\]\[31\]$_DFFE_PP_
   4.54e-06   6.81e-16   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[5\]\[12\]$_DFFE_PP_
   4.54e-06   2.91e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[7\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[29\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[42\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[12\]\[7\]$_DFFE_PP_
   4.54e-06   2.25e-11   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_weight_buffer.memory\[6\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[30\]\[22\]$_DFFE_PP_
   4.54e-06   4.08e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[6\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[35\]\[9\]$_DFFE_PP_
   4.54e-06   5.22e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[7\]\[22\]$_DFFE_PP_
   4.54e-06   6.08e-18   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[6\]\[1\]$_DFFE_PP_
   4.54e-06   4.04e-11   8.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_weight_buffer.memory\[4\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[73\]\[17\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[55\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[114\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[66\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[53\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[30\]\[11\]$_DFFE_PP_
   4.54e-06   6.44e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[2\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[67\]\[9\]$_DFFE_PP_
   4.54e-06   6.23e-16   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[4\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[89\]\[30\]$_DFFE_PP_
   4.54e-06   4.29e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[3\]\[3\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[75\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[115\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[53\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[35\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[46\]\[9\]$_DFFE_PP_
   4.54e-06   1.21e-23   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[8\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[14\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[127\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[57\]\[30\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[114\]\[5\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[53\]\[1\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[90\]\[9\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[11\]\[24\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[86\]\[3\]$_DFFE_PP_
   4.54e-06   6.45e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[3\]\[18\]$_DFFE_PP_
   4.54e-06   7.89e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[2\]\[23\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[89\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[30\]\[0\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[10\]\[7\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[20\]\[21\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[35\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[50\]\[23\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[36\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[30\]\[31\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.epoch_q\[51\]\[11\]$_DFFE_PP_
   4.54e-06   0.00e+00   9.46e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[100\]\[13\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[120\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[43\]\[24\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[66\]\[14\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[31\]\[22\]$_DFFE_PP_
   4.54e-06   5.65e-12   9.09e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[3\]\[23\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[30\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[65\]\[15\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[43\]\[2\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.ordinal_q\[35\]\[12\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[53\]\[27\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[28\]\[20\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.signature_q\[12\]\[28\]$_DFFE_PP_
   4.54e-06   0.00e+00   8.08e-12   4.54e-06 g_logic_die_enabled.u_logic_die.u_coalescer.command_q\[66\]\[12\]$_DFFE_PP_
